"ID","Body_A","Body_L","Body_H","Eye_A","Gape_W","Head_W","InterEye_W","Leg1st_L","Leg3rd_L","InterLeg_W","Thorax_W","Mentum_L"
"B.2.20",79.4029090909091,16.9043333333333,3.7437303030303,0.657075757575758,3.58067575757576,5.19522121212121,3.52473939393939,6.26672424242424,10.6818545454545,3.69377575757576,4.44026666666667,2.57929393939394
"B.2.28",65.4598709677419,15.9980698924731,3.3927064516129,0.834645161290323,3.26982903225806,4.85759247311828,3.01262150537634,5.48199247311828,8.70617634408602,3.09700752688172,3.8903935483871,2.7604935483871
"B.2.35",74.0889615384615,17.3492564102564,3.55970769230769,1.12347435897436,3.15950769230769,4.80108461538462,2.89585641025641,5.33320256410256,8.89381282051282,2.92404102564103,3.9222641025641,2.84090256410256
"B.2.38",63.849737037037,14.8879259259259,3.86434814814815,0.6016,3.5207,4.95666111111111,3.33386481481481,5.69263148148148,10.5346111111111,3.74170925925926,4.14726296296296,2.41911481481481
"B.2.43",74.2176047619048,16.8642619047619,4.07995,0.745629761904762,3.63827142857143,4.95386547619048,3.13872261904762,5.79743571428571,9.57051785714286,3.80251547619048,4.38157976190476,2.83163333333333
"B.2.46",62.32108,15.3807066666667,4.08635333333333,0.604333333333333,3.60331333333333,4.88378,3.16151333333333,5.79962666666667,9.72828666666667,3.77714,4.11515333333333,2.60302
"B.2.47",52.0706862745098,13.8842352941176,3.60413137254902,0.651274509803922,3.38173725490196,4.80180588235294,3.13638823529412,5.48196666666667,9.77547843137255,3.31080784313726,3.58923725490196,2.47542941176471
"B.3.3",36.5651777777778,13.1779844444444,2.92808666666667,0.591891111111111,2.76482333333333,4.14783,2.69364555555556,4.61567444444444,8.18574666666667,2.46520333333333,2.88869333333333,2.21127222222222
"B.3.5",57.0289096774193,14.3512741935484,3.28899569892473,0.498691397849462,3.0476247311828,4.53402580645161,3.11042365591398,5.40023333333333,9.61385483870968,3.18828064516129,3.74111182795699,2.15154193548387
"B.3.10",57.5357666666667,15.0269125,3.40639305555556,0.604958333333333,3.2497,4.56291944444444,2.95654166666667,5.10165,8.38200555555556,3.18717083333333,3.8323,2.5107125
"B.3.13",64.5799484848485,16.3503181818182,3.34867424242424,0.9868,3.07303484848485,4.66932727272727,2.94581060606061,5.42220151515152,9.17092878787879,2.74297727272727,3.48272878787879,2.74291212121212
"B.3.15",79.2081363636364,16.6859090909091,3.89571212121212,0.476363636363636,3.69339393939394,5.15157575757576,3.61595454545455,6.36860606060606,11.0054090909091,3.97674242424242,4.57759090909091,2.54609090909091
"B.3.17",20.2669235772358,11.2325504065041,1.56744796747967,0.242936585365854,1.6730243902439,3.10330894308943,2.33124959349594,3.37854227642276,5.55292032520325,1.10247642276423,1.99443821138211,1.55174552845528
"B.3.20",45.1694666666667,13.5326770833333,2.65145833333333,0.51618125,2.63074375,4.17926875,2.81915625,4.7024625,7.82513958333333,2.37535416666667,3.14663333333333,2.11905833333333
"B.3.28",89.9640268817204,18.887923655914,4.25833548387097,0.992567741935484,4.00371397849462,5.39693333333333,3.33596666666667,6.37063225806452,10.0928903225806,4.01199139784946,4.76479139784946,3.29970967741935
"B.3.35",63.5605095238095,16.6999761904762,2.62377142857143,1.07431428571429,2.48974761904762,4.17551428571429,2.6428,4.72218571428571,7.5227380952381,1.87724761904762,3.06727619047619,2.64296666666667
"B.3.38",70.6241140350877,15.8883771929825,4.01591228070175,0.585245614035088,3.66009649122807,5.07519298245614,3.40079824561403,6.03904385964912,10.5406842105263,3.91185087719298,4.37818421052632,2.56811403508772
"B.3.43",45.9461051282051,14.0245448717949,2.81060897435897,0.387733333333333,2.66050512820513,3.98019102564103,2.75225512820513,4.66462179487179,7.4934141025641,2.49296794871795,3.23661282051282,2.0717717948718
"B.3.46",61.400102283105,15.8631917808219,3.86563424657534,0.538099086757991,3.38209315068493,4.61377671232877,3.00654840182648,5.59680502283105,8.95123515981735,3.51725753424658,4.02560319634703,2.52244566210046
"B.3.47",65.3990925925926,16.4424814814815,4.23838888888889,0.423185185185185,3.45359259259259,4.68018518518519,3.18427777777778,6.20346296296296,9.5352037037037,3.75640740740741,4.20562962962963,2.41718518518518
"B.4.3",36.6951916666667,13.0257760416667,2.73897708333333,0.598892708333333,2.72970416666667,4.11768541666667,2.73136666666667,4.59142604166667,7.96132604166667,2.30670104166667,2.838175,2.16017604166667
"B.4.5",64.3677037037037,15.7230555555556,3.96509259259259,0.799111111111111,3.70209259259259,5.14024074074074,3.1222037037037,5.81468518518519,9.39161111111111,3.69974074074074,4.15542592592593,2.90416666666667
"B.4.10",48.7681272727273,14.6408080808081,2.72929393939394,0.882336363636364,2.59667777777778,4.17228181818182,2.55637272727273,4.41352727272727,7.40576767676768,2.18279898989899,3.06398888888889,2.4225898989899
"B.4.13",58.7263333333333,15.3089166666667,3.12401666666667,0.65075,3.11505,4.66384166666667,2.92998333333333,5.37973333333333,7.85465833333333,2.87443333333333,3.68613333333333,2.663825
"B.4.15",92.0571416666667,17.3754166666667,3.41023888888889,0.509925,3.62278055555556,5.22662222222222,3.74956666666667,6.27789444444444,11.0795,3.85971111111111,4.571025,2.49648333333333
"B.4.17",18.0391277777778,11.4942222222222,1.45730277777778,0.324202777777778,1.57420833333333,3.07252222222222,2.20561388888889,3.4304,5.62819722222222,0.936663888888889,1.83934166666667,1.53284722222222
"B.4.20",36.6288666666667,13.2091666666667,2.19331851851852,0.570951851851852,2.34731481481482,3.95752592592593,2.56094074074074,4.36307777777778,6.57577407407407,1.80555925925926,2.70652592592593,2.13403703703704
"B.4.28",45.6469517241379,14.0010344827586,2.70859195402299,0.608837931034483,2.76240114942529,4.23606091954023,2.72904597701149,4.68059655172414,7.27999310344828,2.39126436781609,3.1961816091954,2.31457011494253
"B.4.35",56.2573583333333,15.0840416666667,2.67573333333333,0.425366666666667,2.75556666666667,4.18043333333333,2.91551666666667,4.94809166666667,8.13254166666667,2.58110833333333,3.37289166666667,2.17601666666667
"B.4.38",32.1572467261905,12.8798705357143,2.38771175595238,0.511444047619048,2.39024598214286,3.79970267857143,2.49731651785714,4.26094657738095,7.07852306547619,1.93245580357143,2.561834375,2.03096011904762
"B.4.43",69.2841666666667,16.2126666666667,4.07516666666667,0.83875,3.745,5.20075,3.08379166666667,5.77220833333333,9.16620833333333,3.85870833333333,4.43391666666667,2.954125
"B.4.46",32.4279969126112,12.6353212977499,2.51776771323914,0.554727786499215,2.50440272108844,3.87571344845631,2.56214856096285,4.26690225013082,7.4645334903192,2.07408011512297,2.63748241758242,2.02061140763998
"B.5.3",56.1410206349206,14.7072423280423,3.20280582010582,0.570189417989418,3.20159100529101,4.56373386243386,3.13381693121693,5.27630105820106,9.08938677248677,3.02383492063492,3.65032962962963,2.3450164021164
"B.5.5",54.1227166666667,14.5645861111111,3.318975,0.590216666666667,3.07094722222222,4.505875,2.98187777777778,5.14655277777778,9.12614444444444,3.07596666666667,3.659375,2.26241388888889
"B.5.10",50.7794449206349,14.4824431746032,3.06967126984127,0.656562380952381,3.10762619047619,4.44843587301587,2.98098436507937,5.07349484126984,8.82027285714286,2.80027087301587,3.410725,2.32649873015873
